feature,pearson,spearman
pl,0.21530401892330364,0.5817120946903392
weight_decay,-0.4706740308032063,-0.43549005480127795
ge,0.12911797715842913,0.34438490575024705
lr,0.22371374233351776,0.29472191848213447
batch_size,-0.1768894340311022,-0.19898602156449524
grad_clip,0.021692993588586076,-0.005494390147676362
