optimizer,lr,schedule,weight_decay,batch_size,grad_clip,epochs,train_loss,train_acc,test_loss,test_acc,gap_loss,gap_acc,pl,ge,steps
adam,0.05,constant,0.001,32,0.0,60,0.10300481031299569,0.9619140625,0.08163892338052392,0.9736328125,-0.021365886932471767,-0.01171875,524.9342377521098,0.745903974263323,1920
adam,0.05,constant,0.001,32,1.0,60,0.10917607031296939,0.9638671875,0.09009004241670482,0.9658203125,-0.019086027896264568,-0.001953125,490.3567156866193,0.7752397204686601,1920
adam,0.05,constant,0.001,128,0.0,60,0.08994549885392189,0.96484375,0.07561211055144668,0.9716796875,-0.014333388302475214,-0.0068359375,140.19887199997902,0.09474772540635339,480
adam,0.05,constant,0.001,128,1.0,60,0.12125563155859709,0.951171875,0.09574522823095322,0.962890625,-0.02551040332764387,-0.01171875,154.9282199293375,0.0802824294175541,480
adam,0.05,cosine,0.0,32,0.0,60,0.0633698201563675,0.974609375,0.10672728446661495,0.9697265625,0.04335746431024745,0.0048828125,197.4557455704283,0.27741204450290974,1920
adam,0.05,cosine,0.0,32,1.0,60,0.06543781608706922,0.9775390625,0.09348848248191644,0.9658203125,0.028050666394847212,0.01171875,201.08869234983248,0.22879049435672563,1920
adam,0.05,cosine,0.0,128,0.0,60,0.0695035420358181,0.974609375,0.07730726571753621,0.96875,0.007803723681718111,0.005859375,61.235485906737836,0.06034344948303055,480
adam,0.05,cosine,0.0,128,1.0,60,0.06850171671248972,0.974609375,0.08296849764883518,0.9677734375,0.014466780936345458,0.0068359375,68.7460518416633,0.04389009096726465,480
adam,0.05,cosine,0.0001,32,0.0,60,0.06916595992515795,0.9765625,0.08885008277138695,0.966796875,0.019684122846229002,0.009765625,229.90523947465,0.1955280242152913,1920
adam,0.05,cosine,0.0001,32,1.0,60,0.0696885920187924,0.9765625,0.08443673890724313,0.9677734375,0.01474814688845072,0.0087890625,227.74230669252162,0.2367105921011969,1920
adam,0.05,cosine,0.0001,128,0.0,60,0.07265404891222715,0.9755859375,0.07783094490878284,0.966796875,0.005176895996555686,0.0087890625,81.63216926503549,0.02714879095374537,480
adam,0.05,cosine,0.0001,128,1.0,60,0.07321796054020524,0.974609375,0.0766485536005348,0.966796875,0.0034305930603295565,0.0078125,70.91855329189798,0.03280573715592698,480
adam,0.05,cosine,0.001,32,0.0,60,0.08212703204480931,0.970703125,0.0702210376621224,0.9716796875,-0.011905994382686913,-0.0009765625,240.7248657691484,0.3055776107901027,1920
adam,0.05,cosine,0.001,32,1.0,60,0.08242237166268751,0.970703125,0.07087448111269623,0.9736328125,-0.01154789054999128,-0.0029296875,238.6161685965383,0.27127031763731496,1920
adam,0.05,cosine,0.001,128,0.0,60,0.08188785426318645,0.97265625,0.07029123092070222,0.97265625,-0.011596623342484236,0.0,75.78887339575454,0.041642057661248864,480
adam,0.05,cosine,0.001,128,1.0,60,0.08002783497795463,0.9716796875,0.07184550305828452,0.9716796875,-0.008182331919670105,0.0,81.8014299926702,0.04253168794613095,480
adam,0.05,step,0.0,32,0.0,60,0.06909519626060501,0.9755859375,0.09488073019019794,0.970703125,0.02578553392959293,0.0048828125,281.15095934737474,0.3157352334106438,1920
adam,0.05,step,0.0,32,1.0,60,0.06860482407500967,0.9775390625,0.10675205798179377,0.96875,0.038147233906784095,0.0087890625,261.02111387229525,0.34588396902270085,1920
adam,0.05,step,0.0,128,0.0,60,0.06732460157945752,0.9755859375,0.08671709382906556,0.9658203125,0.01939249224960804,0.009765625,81.69174089981243,0.03894842945332027,480
adam,0.05,step,0.0,128,1.0,60,0.0660537937656045,0.9765625,0.09518048167228699,0.9677734375,0.02912668790668249,0.0087890625,85.24574910290539,0.0425851988880425,480
adam,0.05,step,0.0001,32,0.0,60,0.07182645908324048,0.9736328125,0.08597027426003478,0.9677734375,0.014143815176794305,0.005859375,254.22038118098862,0.3076050031526049,1920
adam,0.05,step,0.0001,32,1.0,60,0.07164485844259616,0.9755859375,0.09295301733072847,0.9658203125,0.02130815888813231,0.009765625,305.6873193872161,0.31842936853765236,1920
adam,0.05,step,0.0001,128,0.0,60,0.07324786437675357,0.974609375,0.07665130193345249,0.9677734375,0.0034034375566989183,0.0068359375,96.47933395532891,0.05977663973278776,480
adam,0.05,step,0.0001,128,1.0,60,0.07187585858628154,0.9755859375,0.0840837094001472,0.9677734375,0.012207850813865662,0.0078125,96.63865288277157,0.03971065127386861,480
adam,0.05,step,0.001,32,0.0,60,0.08179092878708616,0.97265625,0.07088010452571325,0.970703125,-0.010910824261372909,0.001953125,331.650989173213,0.44608211625454847,1920
adam,0.05,step,0.001,32,1.0,60,0.08178733492968604,0.97265625,0.07199987419880927,0.96875,-0.009787460730876774,0.00390625,360.7599622174166,0.45839927306356254,1920
adam,0.05,step,0.001,128,0.0,60,0.08091598143801093,0.97265625,0.07093689846806228,0.9716796875,-0.00997908296994865,0.0009765625,109.690668100724,0.060953304867737416,480
adam,0.05,step,0.001,128,1.0,60,0.08100886922329664,0.9736328125,0.07243108539842069,0.9716796875,-0.00857778382487595,0.001953125,113.48850693064742,0.06628143815446849,480
adam,0.1,constant,0.0,32,0.0,60,0.09964033009600826,0.962890625,0.09470983529172372,0.966796875,-0.004930494804284535,-0.00390625,533.2040313482285,3.7356644562045416,1920
adam,0.1,constant,0.0,32,1.0,60,0.09718728472944349,0.962890625,0.13728540069132578,0.9560546875,0.040098115961882286,0.0068359375,531.2865781933069,2.9996597685501003,1920
adam,0.1,constant,0.0,128,0.0,60,0.07871687225997448,0.966796875,0.08645125338807702,0.96875,0.007734381128102541,-0.001953125,142.37571895122528,1.5885553339931464,480
adam,0.1,constant,0.0,128,1.0,60,0.08097104681655765,0.9736328125,0.08751261699944735,0.9619140625,0.0065415701828897,0.01171875,156.52573435753584,1.8379115613668116,480
adam,0.1,constant,0.0001,32,0.0,60,0.10817737359320745,0.96484375,0.08433694759150967,0.96875,-0.02384042600169778,-0.00390625,786.7172848284245,3.633239645024517,1920
adam,0.1,constant,0.0001,32,1.0,60,0.10740982956485823,0.95703125,0.0905848784459522,0.962890625,-0.01682495111890603,-0.005859375,790.0800421908498,4.341749826267412,1920
adam,0.1,constant,0.0001,128,0.0,60,0.08099131286144257,0.970703125,0.09610619163140655,0.9658203125,0.01511487876996398,0.0048828125,229.249983407557,0.7525699048002279,480
adam,0.1,constant,0.0001,128,1.0,60,0.0769025250338018,0.97265625,0.09353231242857873,0.9677734375,0.01662978739477694,0.0048828125,209.2620056271553,1.274741606379354,480
adam,0.1,constant,0.001,32,0.0,60,0.1164871813962236,0.95703125,0.1051895353011787,0.9619140625,-0.011297646095044911,-0.0048828125,913.3694301843643,3.6823389354844047,1920
adam,0.1,constant,0.001,32,1.0,60,0.13204475835664198,0.9580078125,0.10258826932840748,0.96484375,-0.0294564890282345,-0.0068359375,941.0027162656188,4.035330091853398,1920
adam,0.1,constant,0.001,128,0.0,60,0.1382916383445263,0.9521484375,0.11143430229276419,0.9609375,-0.026857336051762104,-0.0087890625,233.02934704720974,0.8914768482357666,480
adam,0.1,constant,0.001,128,1.0,60,0.08968339208513498,0.9697265625,0.07271064096130431,0.97265625,-0.016972751123830676,-0.0029296875,283.95511174201965,1.2056232297171001,480
adam,0.1,cosine,0.0,32,0.0,60,0.06505130464211106,0.9755859375,0.10408321554132272,0.966796875,0.03903191089921165,0.0087890625,290.99091170947935,1.618151858631476,1920
adam,0.1,cosine,0.0,32,1.0,60,0.06950721103930846,0.9736328125,0.08835017192177474,0.96875,0.018842960882466286,0.0048828125,288.7844954034317,1.3090341348660082,1920
adam,0.1,cosine,0.0,128,0.0,60,0.0654310891404748,0.9765625,0.08185073034837842,0.9677734375,0.016419641207903624,0.0087890625,88.46979520287255,1.1534175030085172,480
adam,0.1,cosine,0.0,128,1.0,60,0.06662612408399582,0.9765625,0.09670568909496069,0.966796875,0.03007956501096487,0.009765625,100.58455663487234,1.367468899303591,480
adam,0.1,cosine,0.0001,32,0.0,60,0.07205033738864586,0.97265625,0.08263061400793958,0.9658203125,0.010580276619293727,0.0068359375,366.11547070570685,0.9607278301820493,1920
adam,0.1,cosine,0.0001,32,1.0,60,0.07089987935614772,0.9755859375,0.08930980633886065,0.966796875,0.018409926982712932,0.0087890625,340.4317487810639,1.696065266488986,1920
adam,0.1,cosine,0.0001,128,0.0,60,0.06988951610401273,0.974609375,0.08458389295265079,0.96484375,0.014694376848638058,0.009765625,125.05726528520506,0.8341832650241704,480
adam,0.1,cosine,0.0001,128,1.0,60,0.07027189247310162,0.9765625,0.08528094086796045,0.9658203125,0.015009048394858837,0.0107421875,121.95813409071286,1.803384388029238,480
adam,0.1,cosine,0.001,32,0.0,60,0.083238254126627,0.97265625,0.07084712292999029,0.9736328125,-0.012391131196636707,-0.0009765625,415.501196612271,1.402994553590979,1920
adam,0.1,cosine,0.001,32,1.0,60,0.08280018786899745,0.9716796875,0.07112606122973375,0.9716796875,-0.011674126639263704,0.0,417.8193015890349,2.703186534380073,1920
adam,0.1,cosine,0.001,128,0.0,60,0.08094220422208309,0.97265625,0.07170235086232424,0.970703125,-0.009239853359758854,0.001953125,135.42995127381084,0.964409766211834,480
adam,0.1,cosine,0.001,128,1.0,60,0.0798190669156611,0.9736328125,0.07281847298145294,0.9716796875,-0.007000593934208155,0.001953125,146.44999572599562,0.6839618081661747,480
adam,0.1,step,0.0,32,0.0,60,0.07331237994367257,0.9736328125,0.07571370016376022,0.9677734375,0.002401320220087655,0.005859375,393.8653736754786,2.134567299299416,1920
adam,0.1,step,0.0,32,1.0,60,0.0721696801338112,0.9736328125,0.08312268026929814,0.970703125,0.010953000135486946,0.0029296875,356.6228032831568,1.6474201381968963,1920
adam,0.1,step,0.0,128,0.0,60,0.07093234593048692,0.9736328125,0.07928112777881324,0.96875,0.008348781848326325,0.0048828125,99.18196354690008,1.2110809767413158,480
adam,0.1,step,0.0,128,1.0,60,0.06663257395848632,0.9775390625,0.09581609955057502,0.96875,0.0291835255920887,0.0087890625,129.472033332102,0.2697895123441809,480
adam,0.1,step,0.0001,32,0.0,60,0.0763303356943652,0.970703125,0.07844935245520901,0.9697265625,0.002119016760843806,0.0009765625,449.10023435158655,2.8660186672243038,1920
adam,0.1,step,0.0001,32,1.0,60,0.0748988459672546,0.9736328125,0.08348474306694698,0.9697265625,0.008585897099692374,0.00390625,475.6719141958747,2.5398854655001806,1920
adam,0.1,step,0.0001,128,0.0,60,0.07381849735975266,0.97265625,0.07697841199114919,0.966796875,0.003159914631396532,0.005859375,149.45483315829188,1.3286426891650749,480
adam,0.1,step,0.0001,128,1.0,60,0.0723199681378901,0.97265625,0.08056672662496567,0.9677734375,0.008246758487075567,0.0048828125,162.7695049373433,1.7766379130669725,480
adam,0.1,step,0.001,32,0.0,60,0.08257039127056487,0.9716796875,0.07415236691304017,0.9736328125,-0.0084180243575247,-0.001953125,600.262651371304,2.6088572646820922,1920
adam,0.1,step,0.001,32,1.0,60,0.0830509036895819,0.9736328125,0.07278863567626104,0.97265625,-0.010262268013320863,0.0009765625,670.2413744506193,2.3188110771873336,1920
adam,0.1,step,0.001,128,0.0,60,0.08138548396527767,0.9716796875,0.07115546870045364,0.97265625,-0.010230015264824033,-0.0009765625,184.5223032287322,1.4503528056651773,480
adam,0.1,step,0.001,128,1.0,60,0.08126036124303937,0.97265625,0.07052580453455448,0.9716796875,-0.010734556708484888,0.0009765625,189.48794098640792,0.932158365461593,480
