optimizer,lr,schedule,weight_decay,batch_size,grad_clip,epochs,train_loss,train_acc,test_loss,test_acc,gap_loss,gap_acc,pl,ge,steps
sgd,0.05,constant,0.0,128,0.0,60,0.08498205430805683,0.96875,0.07587229902856052,0.970703125,-0.009109755279496312,-0.001953125,12.954713746905327,0.09142020923355854,480
sgd,0.05,constant,0.0,128,1.0,60,0.08520719083026052,0.9697265625,0.07141972333192825,0.9677734375,-0.013787467498332262,0.001953125,11.705691249575466,0.07732082582517245,480
sgd,0.05,constant,0.0001,32,0.0,60,0.07998475295607932,0.9716796875,0.07227607324603014,0.9716796875,-0.007708679710049182,0.0,69.10425084456801,0.6281456937373686,1920
sgd,0.05,constant,0.0001,32,1.0,60,0.09063409367809072,0.9658203125,0.08813146574539132,0.9619140625,-0.002502627932699397,0.00390625,65.10532095190138,0.6532901345339057,1920
sgd,0.05,constant,0.0001,128,0.0,60,0.08522313181310892,0.9697265625,0.07086833869107068,0.9697265625,-0.014354793122038245,0.0,13.584358820226043,0.10805804624869121,480
sgd,0.05,constant,0.0001,128,1.0,60,0.08105344418436289,0.97265625,0.07040567859075963,0.970703125,-0.010647765593603253,0.001953125,11.944965257775038,0.06921465847980206,480
sgd,0.05,constant,0.001,32,0.0,60,0.08526186837116256,0.97265625,0.07198507434804924,0.9697265625,-0.013276794023113325,0.0029296875,69.92736858688295,0.7045440988116711,1920
sgd,0.05,constant,0.001,32,1.0,60,0.08457849014666863,0.9677734375,0.07142233455670066,0.9716796875,-0.013156155589967966,-0.00390625,69.27236368507147,0.727061995341474,1920
sgd,0.05,constant,0.001,128,0.0,60,0.08349550701677799,0.97265625,0.0705551253631711,0.97265625,-0.012940381653606892,0.0,11.535311845131218,0.07112113469855932,480
sgd,0.05,constant,0.001,128,1.0,60,0.08427432412281632,0.9716796875,0.07045298255980015,0.97265625,-0.013821341563016176,-0.0009765625,10.993510793428868,0.05733240716460616,480
sgd,0.05,cosine,0.0,32,0.0,60,0.0785322148585692,0.9736328125,0.0694578807160724,0.9697265625,-0.00907433414249681,0.00390625,36.959926887878666,0.30637611183160596,1920
sgd,0.05,cosine,0.0,32,1.0,60,0.07797311115427874,0.974609375,0.07067613898834679,0.96875,-0.0072969721659319475,0.005859375,36.90662293215534,0.30800036776504885,1920
sgd,0.05,cosine,0.0,128,0.0,60,0.08463334245607257,0.970703125,0.07145548099651933,0.9716796875,-0.013177861459553242,-0.0009765625,7.468710691014341,0.029370049835843865,480
sgd,0.05,cosine,0.0,128,1.0,60,0.08553172089159489,0.9716796875,0.07030260609462857,0.9736328125,-0.015229114796966314,-0.001953125,7.5396380978014435,0.024857923746786744,480
sgd,0.05,cosine,0.0001,32,0.0,60,0.07971677024033852,0.97265625,0.06888885721855331,0.9716796875,-0.010827913021785207,0.0009765625,37.47170220487963,0.30587120141370305,1920
sgd,0.05,cosine,0.0001,32,1.0,60,0.07811902282992378,0.974609375,0.0707416823861422,0.9677734375,-0.007377340443781577,0.0068359375,36.66637724970516,0.2823202378434598,1920
sgd,0.05,cosine,0.0001,128,0.0,60,0.08503338973969221,0.97265625,0.07025854871608317,0.9736328125,-0.014774841023609042,-0.0009765625,7.543079287706753,0.02702923897025888,480
sgd,0.05,cosine,0.0001,128,1.0,60,0.08394908346235752,0.970703125,0.07082507805898786,0.9716796875,-0.013124005403369665,-0.0009765625,7.389412275986054,0.029817301239637873,480
sgd,0.05,cosine,0.001,32,0.0,60,0.08270846493542194,0.97265625,0.06984047227888368,0.9716796875,-0.012867992656538263,0.0009765625,37.78621136798818,0.33979541232755345,1920
sgd,0.05,cosine,0.001,32,1.0,60,0.08197526639560238,0.97265625,0.07090494246222079,0.970703125,-0.011070323933381587,0.001953125,36.817495718065715,0.3340753302661599,1920
sgd,0.05,cosine,0.001,128,0.0,60,0.08701834641397,0.9697265625,0.07240918138995767,0.9736328125,-0.014609165024012327,-0.00390625,7.1229682890473285,0.023892844367828205,480
sgd,0.05,cosine,0.001,128,1.0,60,0.08771776594221592,0.970703125,0.07281735050491989,0.9736328125,-0.014900415437296033,-0.0029296875,7.460627456458557,0.025233667385715523,480
sgd,0.05,step,0.0,32,0.0,60,0.0776323504105676,0.974609375,0.07043578480079304,0.96875,-0.007196565609774552,0.005859375,48.0407710474683,0.4933762077025846,1920
sgd,0.05,step,0.0,32,1.0,60,0.07862192674656399,0.9736328125,0.07064194574195426,0.9677734375,-0.007979981004609726,0.005859375,47.592597335373284,0.4626604590544955,1920
sgd,0.05,step,0.0,128,0.0,60,0.08340924279764295,0.970703125,0.07109173899516463,0.9716796875,-0.012317503802478313,-0.0009765625,9.249772080293042,0.046569011953387765,480
sgd,0.05,step,0.0,128,1.0,60,0.08232810394838452,0.97265625,0.06894286163151264,0.9716796875,-0.013385242316871881,0.0009765625,10.009407032484887,0.07513914650144767,480
sgd,0.05,step,0.0001,32,0.0,60,0.07776457638829015,0.97265625,0.07170682538708206,0.96875,-0.006057751001208089,0.00390625,46.94932511667139,0.44315115996036897,1920
sgd,0.05,step,0.0001,32,1.0,60,0.07753400495857932,0.974609375,0.07172619181801565,0.9677734375,-0.005807813140563667,0.0068359375,46.82375450755353,0.4886489917590869,1920
sgd,0.05,step,0.0001,128,0.0,60,0.08243393362499774,0.97265625,0.07016481785103679,0.9716796875,-0.012269115773960948,0.0009765625,10.13324534095591,0.07796648081823147,480
sgd,0.05,step,0.0001,128,1.0,60,0.08215530635789037,0.9716796875,0.0698694596067071,0.9716796875,-0.012285846751183271,0.0,9.883918785082642,0.06630177377073038,480
sgd,0.05,step,0.001,32,0.0,60,0.0817295617016498,0.9716796875,0.07044202246470377,0.970703125,-0.011287539236946031,0.0009765625,45.32825139770284,0.44104474408266175,1920
sgd,0.05,step,0.001,32,1.0,60,0.08192719746148214,0.97265625,0.07146045760600828,0.9697265625,-0.010466739855473861,0.0029296875,46.599626140116015,0.5029061423812853,1920
sgd,0.05,step,0.001,128,0.0,60,0.08420623186975718,0.9716796875,0.07082529878243804,0.9716796875,-0.013380933087319136,0.0,9.109555228060344,0.05570354910565921,480
sgd,0.05,step,0.001,128,1.0,60,0.0850571459159255,0.9716796875,0.07059679878875613,0.97265625,-0.01446034712716937,-0.0009765625,8.654541136027547,0.04254830785541292,480
sgd,0.1,constant,0.0,32,0.0,60,0.07464216049993411,0.97265625,0.07768301732721739,0.970703125,0.003040856827283278,0.001953125,107.97903396189213,1.7151784408286357,1920
sgd,0.1,constant,0.0,32,1.0,60,0.1198003931203857,0.9501953125,0.13098339771386236,0.9443359375,0.011183004593476653,0.005859375,105.10887614637613,1.6713246125307872,1920
sgd,0.1,constant,0.0,128,0.0,60,0.0827990141697228,0.970703125,0.07259153109043837,0.97265625,-0.01020748307928443,-0.001953125,21.977885690517724,0.4058790865449756,480
sgd,0.1,constant,0.0,128,1.0,60,0.09215268166735768,0.96484375,0.07508729258552194,0.9736328125,-0.017065389081835747,-0.0087890625,22.868376994505525,0.39664656757648525,480
sgd,0.1,constant,0.0001,32,0.0,60,0.07735432399204001,0.970703125,0.07808917453803588,0.97265625,0.0007348505459958687,-0.001953125,110.48099828138947,1.7138233049273728,1920
sgd,0.1,constant,0.0001,32,1.0,60,0.0877552731835749,0.966796875,0.08157094154739752,0.96875,-0.006184331636177376,-0.001953125,109.72678059525788,1.652572867437675,1920
sgd,0.1,constant,0.0001,128,0.0,60,0.09095174074172974,0.966796875,0.08676512353122234,0.9658203125,-0.004186617210507393,0.0009765625,22.661324833519757,0.4331556104747166,480
sgd,0.1,constant,0.0001,128,1.0,60,0.0815608762204647,0.9736328125,0.07181191211566329,0.9697265625,-0.009748964104801416,0.00390625,22.417008701711893,0.3876755475027353,480
sgd,0.1,constant,0.001,32,0.0,60,0.09496075590141118,0.9658203125,0.0856445676763542,0.9697265625,-0.009316188225056976,-0.00390625,125.35495586693287,2.4911286117794926,1920
sgd,0.1,constant,0.001,32,1.0,60,0.11196676298277453,0.9560546875,0.08788909239228815,0.962890625,-0.024077670590486377,-0.0068359375,119.45460846833885,2.2603298162474976,1920
sgd,0.1,constant,0.001,128,0.0,60,0.08376673003658652,0.9736328125,0.07153087016195059,0.9697265625,-0.012235859874635935,0.00390625,20.70231202337891,0.31712131061020327,480
sgd,0.1,constant,0.001,128,1.0,60,0.1171580390073359,0.955078125,0.1084998776204884,0.9609375,-0.008658161386847496,-0.005859375,22.24532656185329,0.4002743887812162,480
sgd,0.1,cosine,0.0,32,0.0,60,0.07478147410438396,0.9755859375,0.07320646107837092,0.9677734375,-0.001575013026013039,0.0078125,58.862613020811864,0.8774180818605469,1920
sgd,0.1,cosine,0.0,32,1.0,60,0.07432801925460808,0.9755859375,0.07648949953727424,0.9677734375,0.0021614802826661617,0.0078125,60.169142341446644,0.8608564113078757,1920
sgd,0.1,cosine,0.0,128,0.0,60,0.08132612286135554,0.97265625,0.06925361603498459,0.9716796875,-0.012072506826370955,0.0009765625,12.726763432071998,0.16337932014311832,480
sgd,0.1,cosine,0.0,128,1.0,60,0.08126988355070353,0.97265625,0.06914377538487315,0.970703125,-0.012126108165830374,0.001953125,12.381800346148005,0.15726915111358017,480
sgd,0.1,cosine,0.0001,32,0.0,60,0.07474519811512437,0.974609375,0.07621494347404223,0.96875,0.0014697453589178622,0.005859375,60.61720557252934,0.849135595147552,1920
sgd,0.1,cosine,0.0001,32,1.0,60,0.07540229702135548,0.974609375,0.07551116691320203,0.970703125,0.00010886989184655249,0.00390625,60.984584113556465,0.9641456354398725,1920
sgd,0.1,cosine,0.0001,128,0.0,60,0.08139947662129998,0.9716796875,0.07028859062120318,0.9716796875,-0.011110886000096798,0.0,12.501060201727334,0.15081718847452427,480
sgd,0.1,cosine,0.0001,128,1.0,60,0.08139765833038837,0.97265625,0.06993463658727705,0.970703125,-0.011463021743111312,0.001953125,12.59258473223101,0.15071977012323104,480
sgd,0.1,cosine,0.001,32,0.0,60,0.08130787055415567,0.9716796875,0.07140794678707607,0.9716796875,-0.0098999237670796,0.0,64.31303481739141,0.9728288542377662,1920
sgd,0.1,cosine,0.001,32,1.0,60,0.08183127624215558,0.97265625,0.07147463847650215,0.970703125,-0.010356637765653431,0.001953125,67.03170713884262,1.1766942741270974,1920
sgd,0.1,cosine,0.001,128,0.0,60,0.08283871039748192,0.9716796875,0.07031719433143735,0.9716796875,-0.012521516066044569,0.0,13.18186078316186,0.16314398382679174,480
sgd,0.1,cosine,0.001,128,1.0,60,0.08329549804329872,0.9716796875,0.0703044394031167,0.9716796875,-0.012991058640182018,0.0,11.952200600798136,0.12842687257429392,480
sgd,0.1,step,0.0,32,0.0,60,0.0727031004789751,0.9755859375,0.08208715301589109,0.966796875,0.009384052536915988,0.0087890625,79.53886811586563,1.4191150639567507,1920
sgd,0.1,step,0.0,32,1.0,60,0.07346934631641489,0.9755859375,0.07637496055394877,0.9697265625,0.0029056142375338823,0.005859375,74.55868541909149,1.245219279930339,1920
sgd,0.1,step,0.0,128,0.0,60,0.07973744627088308,0.9736328125,0.0699336351826787,0.9697265625,-0.009803811088204384,0.00390625,16.902510551473824,0.2916406094492988,480
sgd,0.1,step,0.0,128,1.0,60,0.08135495660826564,0.970703125,0.06900277314707637,0.9716796875,-0.01235218346118927,-0.0009765625,14.168979964393657,0.19119205901533481,480
sgd,0.1,step,0.0001,32,0.0,60,0.0744077181443572,0.9755859375,0.07784874839126132,0.9677734375,0.00344103024690412,0.0078125,73.31413277005777,1.2028993995934265,1920
sgd,0.1,step,0.0001,32,1.0,60,0.0756421985279303,0.97265625,0.07505119955749251,0.9677734375,-0.0005909989704377949,0.0048828125,76.25054775562603,1.4266096159707282,1920
sgd,0.1,step,0.0001,128,0.0,60,0.08007395826280117,0.97265625,0.07049904204905033,0.9677734375,-0.00957491621375084,0.0048828125,15.919828715734184,0.2546699851672508,480
sgd,0.1,step,0.0001,128,1.0,60,0.08068250678479671,0.970703125,0.0693928231485188,0.9716796875,-0.011289683636277914,-0.0009765625,14.285939989698818,0.2064976909631811,480
sgd,0.1,step,0.001,32,0.0,60,0.08086156289209612,0.97265625,0.07185283242142759,0.9716796875,-0.009008730470668525,0.0009765625,80.1455866364413,1.4808454800675326,1920
sgd,0.1,step,0.001,32,1.0,60,0.08077423015492968,0.9736328125,0.07309797799098305,0.9697265625,-0.007676252163946629,0.00390625,82.39177663443843,1.50745338138035,1920
sgd,0.1,step,0.001,128,0.0,60,0.08212302438914776,0.97265625,0.0710098932031542,0.9716796875,-0.011113131185993552,0.0009765625,15.614358601451386,0.25555240735589707,480
sgd,0.1,step,0.001,128,1.0,60,0.08243079809471965,0.97265625,0.07103424915112555,0.97265625,-0.011396548943594098,0.0,15.015792308287928,0.23527274512427537,480
adam,0.01,constant,0.0,32,0.0,60,0.07411910765222274,0.97265625,0.0791574302711524,0.966796875,0.005038322618929669,0.005859375,152.81972299329937,0.02181117898139446,1920
adam,0.01,constant,0.0,32,1.0,60,0.0876816717791371,0.966796875,0.1107146777358139,0.958984375,0.02303300595667679,0.0078125,152.11905239336193,0.023452732790899808,1920
adam,0.01,constant,0.0,128,0.0,60,0.07357001071795821,0.9755859375,0.07715916051529348,0.966796875,0.003589149797335267,0.0087890625,43.00434876233339,0.002581054074553815,480
adam,0.01,constant,0.0,128,1.0,60,0.07690012594684958,0.97265625,0.07357025193050504,0.96875,-0.0033298740163445473,0.00390625,42.336979776620865,0.0024234936041659825,480
adam,0.01,constant,0.0001,32,0.0,60,0.0827724396949634,0.9697265625,0.08757235566736199,0.97265625,0.004799915972398594,-0.0029296875,165.04518329910934,0.021892863852433008,1920
adam,0.01,constant,0.0001,32,1.0,60,0.08374278148403391,0.966796875,0.08560873470560182,0.9716796875,0.0018659532215679064,-0.0048828125,160.54613685794175,0.022547142882118645,1920
adam,0.01,constant,0.0001,128,0.0,60,0.08141562715172768,0.97265625,0.07527672545984387,0.970703125,-0.006138901691883802,0.001953125,45.53715932741761,0.002890016875830222,480
adam,0.01,constant,0.0001,128,1.0,60,0.07992815924808383,0.970703125,0.07284799357876182,0.96875,-0.007080165669322014,0.001953125,43.63839700073004,0.002980855154776083,480
adam,0.01,constant,0.001,32,0.0,60,0.08515471577993594,0.97265625,0.07185950718121603,0.97265625,-0.01329520859871991,0.0,148.72057686559856,0.028850512498010367,1920
adam,0.01,constant,0.001,32,1.0,60,0.08443624433130026,0.97265625,0.07314176353975199,0.9697265625,-0.011294480791548267,0.0029296875,153.92299984022975,0.028900800216185615,1920
adam,0.01,constant,0.001,128,0.0,60,0.08261647028848529,0.9716796875,0.07103630783967674,0.97265625,-0.01158016244880855,-0.0009765625,45.771138494834304,0.00264919835444151,480
adam,0.01,constant,0.001,128,1.0,60,0.08302667271345854,0.970703125,0.06952687259763479,0.9716796875,-0.013499800115823746,-0.0009765625,45.777660174295306,0.00277896624437103,480
adam,0.01,cosine,0.0,32,0.0,60,0.07161666278261691,0.9755859375,0.07940438557125162,0.966796875,0.00778772278863471,0.0087890625,82.28079230182136,0.010464403864401717,1920
adam,0.01,cosine,0.0,32,1.0,60,0.0694557737588184,0.9765625,0.08465233710012399,0.9658203125,0.015196563341305591,0.0107421875,83.7377651458228,0.009911374717602204,1920
adam,0.01,cosine,0.0,128,0.0,60,0.0768072260543704,0.9736328125,0.06998314568772912,0.9677734375,-0.006824080366641283,0.005859375,24.477207013414613,0.0010734635651985327,480
adam,0.01,cosine,0.0,128,1.0,60,0.07831560401245952,0.974609375,0.07172931870445609,0.9677734375,-0.006586285308003426,0.0068359375,22.539930418160452,0.00116854652779507,480
adam,0.01,cosine,0.0001,32,0.0,60,0.07460353636997752,0.974609375,0.0743026704294607,0.9677734375,-0.0003008659405168146,0.0068359375,87.0674494262312,0.009931781455659903,1920
adam,0.01,cosine,0.0001,32,1.0,60,0.0728560917195864,0.9755859375,0.07974060134438332,0.9677734375,0.0068845096247969195,0.0078125,87.35288402106733,0.009374309255362649,1920
adam,0.01,cosine,0.0001,128,0.0,60,0.07836241740733385,0.9736328125,0.07055009389296174,0.970703125,-0.00781232351437211,0.0029296875,25.95696968459663,0.0013626252584883478,480
adam,0.01,cosine,0.0001,128,1.0,60,0.07886961009353399,0.974609375,0.07164001348428428,0.96875,-0.007229596609249711,0.005859375,25.516452727362008,0.0009672894200478606,480
adam,0.01,cosine,0.001,32,0.0,60,0.08119816685211845,0.970703125,0.07030957486131229,0.9716796875,-0.010888591990806162,-0.0009765625,93.71296510074153,0.010432040171676352,1920
adam,0.01,cosine,0.001,32,1.0,60,0.08092899646726437,0.9736328125,0.07157838845159858,0.970703125,-0.009350608015665784,0.0029296875,90.32823635921443,0.01097147996715858,1920
adam,0.01,cosine,0.001,128,0.0,60,0.0836295410990715,0.9716796875,0.07165872817859054,0.97265625,-0.011970812920480967,-0.0009765625,26.06886986901955,0.000870287004503952,480
adam,0.01,cosine,0.001,128,1.0,60,0.08376413909718394,0.97265625,0.07084573758766055,0.9716796875,-0.012918401509523392,0.0009765625,28.033354991533713,0.0012739365447068775,480
adam,0.01,step,0.0,32,0.0,60,0.06921248085564002,0.9765625,0.08147448186355177,0.966796875,0.01226200100791175,0.009765625,106.62684156093746,0.014175554149637004,1920
adam,0.01,step,0.0,32,1.0,60,0.07291476035607047,0.9765625,0.07864966544730123,0.9677734375,0.0057349050912307575,0.0087890625,96.27907513442915,0.014247966650377657,1920
adam,0.01,step,0.0,128,0.0,60,0.07470096414908767,0.974609375,0.07405020808801055,0.9677734375,-0.0006507560610771179,0.0068359375,31.526760992594063,0.0017110869048584112,480
adam,0.01,step,0.0,128,1.0,60,0.07701766304671764,0.974609375,0.07231719000265002,0.96875,-0.004700473044067621,0.005859375,28.45374524372164,0.0019056072720673159,480
adam,0.01,step,0.0001,32,0.0,60,0.07277942332439125,0.9755859375,0.07549206784460694,0.96875,0.00271264452021569,0.0068359375,110.81340372981504,0.014069473863844302,1920
adam,0.01,step,0.0001,32,1.0,60,0.0729888713103719,0.9755859375,0.07742791472992394,0.9677734375,0.004439043419552036,0.0078125,107.16180479212198,0.013803302852044659,1920
adam,0.01,step,0.0001,128,0.0,60,0.07798651559278369,0.9716796875,0.07084825588390231,0.96875,-0.007138259708881378,0.0029296875,30.810286588035524,0.001868157108213663,480
adam,0.01,step,0.0001,128,1.0,60,0.07745966129004955,0.974609375,0.06996087776497006,0.9697265625,-0.007498783525079489,0.0048828125,33.06268041476142,0.0014790360109861983,480
adam,0.01,step,0.001,32,0.0,60,0.0818541401240509,0.97265625,0.07234731936478056,0.9716796875,-0.00950682075927034,0.0009765625,101.88047453743638,0.01570945617947764,1920
adam,0.01,step,0.001,32,1.0,60,0.08168264673440717,0.9736328125,0.07094826280081179,0.9736328125,-0.010734383933595382,0.0,105.21191788325086,0.01608642896946204,1920
adam,0.01,step,0.001,128,0.0,60,0.08362184092402458,0.9716796875,0.07038448937237263,0.97265625,-0.013237351551651955,-0.0009765625,33.91095665737521,0.0017838831025111554,480
adam,0.01,step,0.001,128,1.0,60,0.08201605547219515,0.97265625,0.07125820103101432,0.9716796875,-0.010757854441180825,0.0009765625,34.44795660825912,0.0014776562865406837,480
adam,0.05,constant,0.0,32,0.0,60,0.07791889723739587,0.9736328125,0.0989420569530921,0.966796875,0.021023159715696238,0.0068359375,354.50519113242626,0.4447344071860235,1920
adam,0.05,constant,0.0,32,1.0,60,0.08328774417168461,0.9716796875,0.08272332108754199,0.96875,-0.0005644230841426179,0.0029296875,354.39345743879676,0.4111258682512843,1920
adam,0.05,constant,0.0,128,0.0,60,0.07344809221103787,0.970703125,0.09047468053176999,0.9677734375,0.017026588320732117,0.0029296875,121.75646947324276,0.04480775163590001,480
adam,0.05,constant,0.0,128,1.0,60,0.07241150783374906,0.9716796875,0.09080320643261075,0.9677734375,0.018391698598861694,0.00390625,117.85666432231665,0.06836312986454732,480
adam,0.05,constant,0.0001,32,0.0,60,0.08968193701002747,0.96484375,0.10466416602139361,0.96484375,0.014982229011366144,0.0,459.4810645096004,0.4629547458981537,1920
adam,0.05,constant,0.0001,32,1.0,60,0.09310145219205879,0.966796875,0.10843887325609103,0.970703125,0.015337421064032242,-0.00390625,462.9023463279009,0.47888291442570385,1920
adam,0.05,constant,0.0001,128,0.0,60,0.08682524086907506,0.9638671875,0.08781689195893705,0.9677734375,0.000991651089861989,-0.00390625,131.27459697425365,0.06733686312452712,480
adam,0.05,constant,0.0001,128,1.0,60,0.08653946244157851,0.9716796875,0.07874863059259951,0.9677734375,-0.007790831848978996,0.00390625,128.0532554835081,0.05694643674666028,480
