n_train,label_noise,input_noise_std,lambda,train_loss,train_acc,test_loss,test_acc,gap_loss,gap_acc,pl,ge,steps
512,0.0,0.2,0.0,0.07876761816442013,0.970703125,0.0822715787217021,0.970703125,0.003503960557281971,0.0,6.159367861121552,0.021474915863987462,320
512,0.0,0.2,0.2,0.10244845971465111,0.96875,0.09995840769261122,0.9677734375,-0.0024900520220398903,0.0009765625,5.031933975887512,0.020667542665225348,320
512,0.1,0.0,0.0,0.3510798141360283,0.884765625,0.18154186382889748,0.9677734375,-0.1695379503071308,-0.0830078125,5.410341764009075,0.027910489941885424,320
512,0.1,0.0,0.2,0.37465234845876694,0.8828125,0.21301333233714104,0.96875,-0.1616390161216259,-0.0859375,3.746119506793036,0.014394129111229264,320
512,0.1,0.2,0.0,0.3655995801091194,0.884765625,0.20711595565080643,0.96875,-0.158483624458313,-0.083984375,4.6759651800413735,0.01851031101256395,320
512,0.1,0.2,0.2,0.3881233260035515,0.873046875,0.2313476949930191,0.958984375,-0.15677563101053238,-0.0859375,3.4682213707494043,0.015595979085290352,320
512,0.2,0.0,0.0,0.4967879429459572,0.77734375,0.2849533259868622,0.966796875,-0.211834616959095,-0.189453125,3.9925903218332053,0.01700954736774079,320
512,0.2,0.0,0.2,0.5030660107731819,0.77734375,0.30629073455929756,0.9599609375,-0.19677527621388435,-0.1826171875,3.045023917251001,0.014757173110367837,320
512,0.2,0.2,0.0,0.5031878501176834,0.77734375,0.3093956783413887,0.9619140625,-0.1937921717762947,-0.1845703125,3.3918926337725566,0.014016483094786321,320
512,0.2,0.2,0.2,0.5211944952607155,0.7734375,0.34337711706757545,0.927734375,-0.17781737819314003,-0.154296875,2.510270036301165,0.012819128083697943,320
512,0.4,0.0,0.0,0.671879306435585,0.580078125,0.5992122292518616,0.76953125,-0.07266707718372345,-0.189453125,1.967774441156294,0.00800773410053592,320
512,0.4,0.0,0.2,0.6723123043775558,0.5859375,0.5978543162345886,0.8251953125,-0.07445798814296722,-0.2392578125,1.2783667511597088,0.006825012197469479,320
512,0.4,0.2,0.0,0.672661766409874,0.580078125,0.5998023599386215,0.7900390625,-0.07285940647125244,-0.2099609375,2.101006510650919,0.009491509639062102,320
512,0.4,0.2,0.2,0.6735589504241943,0.57421875,0.6032060980796814,0.8037109375,-0.07035285234451294,-0.2294921875,1.3970596663104544,0.00804257686162523,320
1024,0.0,0.0,0.0,0.08331746840849519,0.97265625,0.06961897248402238,0.9716796875,-0.013698495924472809,0.0009765625,9.477643067589344,0.03736301357618764,640
1024,0.0,0.0,0.2,0.08513909159228206,0.9716796875,0.07070782082155347,0.9716796875,-0.014431270770728588,0.0,7.386508123736242,0.03600932172761178,640
1024,0.0,0.2,0.0,0.09400355210527778,0.9658203125,0.07678789598867297,0.9755859375,-0.017215656116604805,-0.009765625,9.826039614639495,0.05077280371012572,640
1024,0.0,0.2,0.2,0.09521890804171562,0.9677734375,0.07834241585806012,0.974609375,-0.0168764921836555,-0.0068359375,7.376898427313133,0.038746980825017714,640
1024,0.1,0.0,0.0,0.34919463843107224,0.87890625,0.1640449110418558,0.974609375,-0.18514972738921642,-0.095703125,8.852631851101622,0.04687072736092356,640
1024,0.1,0.0,0.2,0.3503098487854004,0.87890625,0.16751209273934364,0.9755859375,-0.18279775604605675,-0.0966796875,6.144499665837902,0.03632300738157549,640
1024,0.1,0.2,0.0,0.3540082015097141,0.875,0.17662606574594975,0.9736328125,-0.17738213576376438,-0.0986328125,8.8494259002441,0.0512699536050135,640
1024,0.1,0.2,0.2,0.35652533546090126,0.8720703125,0.1793571300804615,0.9755859375,-0.17716820538043976,-0.103515625,6.552422956319319,0.04247259492448058,640
1024,0.2,0.0,0.0,0.5263025648891926,0.7734375,0.28980305418372154,0.97265625,-0.23649951070547104,-0.19921875,7.074069781092037,0.038671848119866535,640
1024,0.2,0.0,0.2,0.5285182297229767,0.775390625,0.2941908948123455,0.9716796875,-0.23432733491063118,-0.1962890625,4.832388129814536,0.032464833088670715,640
1024,0.2,0.2,0.0,0.5295003317296505,0.7734375,0.30426810681819916,0.9716796875,-0.22523222491145134,-0.1982421875,6.586957354271007,0.0323513445633117,640
1024,0.2,0.2,0.2,0.5342832058668137,0.76953125,0.31700965017080307,0.96484375,-0.2172735556960106,-0.1953125,4.7128423321357005,0.030768411589828237,640
1024,0.4,0.0,0.0,0.6720732674002647,0.59375,0.5436790511012077,0.9384765625,-0.128394216299057,-0.3447265625,3.455547664677848,0.016118489592205965,640
1024,0.4,0.0,0.2,0.6735610589385033,0.587890625,0.5533486902713776,0.90625,-0.1202123686671257,-0.318359375,2.923938098498443,0.017176116040113133,640
1024,0.4,0.2,0.0,0.6737890318036079,0.58984375,0.5521077737212181,0.935546875,-0.12168125808238983,-0.345703125,3.5077890653638626,0.013518088837784853,640
1024,0.4,0.2,0.2,0.6742340922355652,0.5859375,0.557457409799099,0.9111328125,-0.11677668243646622,-0.3251953125,3.0051810100069787,0.0199393233129815,640
